證券代碼,年月日,開盤價(元),收盤價(元)
M2300  ,20041013,217.29,215.86
2330,20041014,20.115,20.2097
TWN50  ,20041014,4417.12,4342.18
Y9999  ,20041014,5924.44,5831.07
M2300  ,20041014,215.41,215.08
2330,20041015,20.115,20.115
TWN50  ,20041015,4338.71,4337.05
Y9999  ,20041015,5817.81,5820.82
M2300  ,20041015,215.15,213
2330,20041018,20.2097,19.973
TWN50  ,20041018,4348.24,4305.71
Y9999  ,20041018,5848.15,5772.12
M2300  ,20041018,213.93,210.4
2330,20041019,20.2097,20.3517
TWN50  ,20041019,4327.16,4343.79
Y9999  ,20041019,5815.91,5807.79
M2300  ,20041019,212.45,214.35
2330,20041020,20.3517,20.257
TWN50  ,20041020,4335.4,4320.99
Y9999  ,20041020,5790.24,5788.34
M2300  ,20041020,214.13,212.54
2330,20041021,20.115,20.4463
TWN50  ,20041021,4300.69,4324.37
Y9999  ,20041021,5765.25,5797.24
M2300  ,20041021,211.66,212.95
2330,20041022,20.825,20.4463
TWN50  ,20041022,4347.87,4318.56
Y9999  ,20041022,5833.63,5774.67
M2300  ,20041022,215.19,213.54
2330,20041026,20.2097,19.973
TWN50  ,20041026,4274.8,4226.06
Y9999  ,20041026,5715.49,5662.88
M2300  ,20041026,210.78,206.86
2330,20041027,19.8784,19.8311
TWN50  ,20041027,4225.14,4217.67
Y9999  ,20041027,5663.76,5650.97
M2300  ,20041027,206.05,204.58
2330,20041028,20.399,20.3517
TWN50  ,20041028,4254.08,4253.71
Y9999  ,20041028,5723.66,5695.56
M2300  ,20041028,208.02,207.46
2330,20041029,20.5883,20.7303
TWN50  ,20041029,4258.76,4294.08
Y9999  ,20041029,5693.11,5705.93
M2300  ,20041029,208.26,209.81
2330,20041101,20.8723,20.7777
TWN50  ,20041101,4295.95,4255.71
Y9999  ,20041101,5725.65,5656.17
M2300  ,20041101,210.86,206.9
2330,20041102,21.0143,21.2983
TWN50  ,20041102,4265.93,4345.75
Y9999  ,20041102,5670.77,5759.61
M2300  ,20041102,207.73,211.8
2330,20041103,21.5349,22.1975
TWN50  ,20041103,4351.15,4433.16
Y9999  ,20041103,5761.48,5862.85
M2300  ,20041103,212.52,218.2
2330,20041104,22.2922,22.4815
TWN50  ,20041104,4436.28,4434.96
Y9999  ,20041104,5864.12,5860.73
M2300  ,20041104,218.03,218.38
2330,20041105,22.7182,22.5762
TWN50  ,20041105,4468.88,4493.53
Y9999  ,20041105,5936.31,5931.31
M2300  ,20041105,221.61,219.41
2330,20041108,22.7182,22.6708
TWN50  ,20041108,4499.98,4497.5
Y9999  ,20041108,5937.16,5937.46
M2300  ,20041108,219.42,218.5
2330,20041109,22.5762,22.6235
TWN50  ,20041109,4494.48,4501.31
Y9999  ,20041109,5944.6,5945.2
M2300  ,20041109,218.75,219.51
2330,20041110,22.6235,22.7182
TWN50  ,20041110,4502.28,4493.91
Y9999  ,20041110,5948.38,5948.49
M2300  ,20041110,220.1,220.37
2330,20041111,22.3395,21.9136
TWN50  ,20041111,4472.68,4429.34
Y9999  ,20041111,5919.77,5874.52
M2300  ,20041111,218.92,216.96
2330,20041112,22.0082,22.2449
TWN50  ,20041112,4439.85,4472.48
Y9999  ,20041112,5901.79,5917.16
M2300  ,20041112,218.28,218.69
2330,20041115,22.6708,22.4815
TWN50  ,20041115,4497.87,4473.4
Y9999  ,20041115,5961.08,5906.69
M2300  ,20041115,220.8,219.09
2330,20041116,22.6235,22.9075
TWN50  ,20041116,4478.93,4485.98
Y9999  ,20041116,5917.42,5910.85
M2300  ,20041116,219.81,220.42
2330,20041117,22.8601,23.5228
TWN50  ,20041117,4484.16,4578.75
Y9999  ,20041117,5916.12,6028.68
M2300  ,20041117,220.68,226.43
2330,20041118,23.6648,23.9014
TWN50  ,20041118,4595.59,4595.57
Y9999  ,20041118,6063.56,6049.49
M2300  ,20041118,228.65,227.92
2330,20041119,23.9014,23.9014
TWN50  ,20041119,4596.53,4571.49
Y9999  ,20041119,6053.2,6026.55
M2300  ,20041119,228.02,227.24
2330,20041122,23.1915,22.8128
TWN50  ,20041122,4512.17,4392.39
Y9999  ,20041122,5962.32,5838.42
M2300  ,20041122,223.8,218.09
2330,20041123,22.9075,22.9075
TWN50  ,20041123,4396.35,4401.32
Y9999  ,20041123,5856.71,5851.1
M2300  ,20041123,219.05,218.87
2330,20041124,22.9075,23.1441
TWN50  ,20041124,4408.7,4449.3
Y9999  ,20041124,5868.73,5911.31
M2300  ,20041124,219.53,220.6
2330,20041125,23.2388,22.8601
TWN50  ,20041125,4456.62,4410.45
Y9999  ,20041125,5925.08,5855.24
M2300  ,20041125,221.17,218.44
2330,20041126,22.9548,22.3395
TWN50  ,20041126,4421.27,4347.06
Y9999  ,20041126,5883.59,5778.65
M2300  ,20041126,219.76,215.71
2330,20041129,22.2449,22.1975
TWN50  ,20041129,4356.18,4355.25
Y9999  ,20041129,5797.95,5785.26
M2300  ,20041129,216.45,215.27
2330,20041130,22.4342,22.3869
TWN50  ,20041130,4355.48,4418.57
Y9999  ,20041130,5770.81,5844.76
M2300  ,20041130,214.8,217.19
2330,20041201,21.9136,21.9609
TWN50  ,20041201,4371.59,4369.2
Y9999  ,20041201,5778.06,5798.62
M2300  ,20041201,214.54,215.44
2330,20041202,22.3869,22.7182
TWN50  ,20041202,4405.28,4434.79
Y9999  ,20041202,5861.52,5867.95
M2300  ,20041202,218.66,218.54
2330,20041203,23.0021,23.1441
TWN50  ,20041203,4442.67,4464.15
Y9999  ,20041203,5869.51,5893.27
M2300  ,20041203,219,219.84
2330,20041206,22.9075,23.1441
TWN50  ,20041206,4438.36,4481.59
Y9999  ,20041206,5864.45,5919.17
M2300  ,20041206,218.59,220.6
2330,20041207,23.0968,23.2861
TWN50  ,20041207,4476.3,4488.53
Y9999  ,20041207,5907.87,5925.28
M2300  ,20041207,220.23,221.32
2330,20041208,23.1915,23.0968
TWN50  ,20041208,4479.19,4465.5
Y9999  ,20041208,5908.92,5892.51
M2300  ,20041208,220.35,219.29
2330,20041209,22.7655,22.8128
TWN50  ,20041209,4458.08,4479.18
Y9999  ,20041209,5894.66,5913.97
M2300  ,20041209,219.27,219.75
2330,20041210,22.5762,22.8128
TWN50  ,20041210,4471.82,4475.66
Y9999  ,20041210,5906.26,5911.63
M2300  ,20041210,219.21,220.19
2330,20041213,22.3395,22.5288
TWN50  ,20041213,4460.1,4438.31
Y9999  ,20041213,5901.45,5878.89
M2300  ,20041213,220.06,219.64
2330,20041214,22.7182,22.7655
TWN50  ,20041214,4451.35,4456.65
Y9999  ,20041214,5908.13,5909.65
M2300  ,20041214,220.97,221.3
2330,20041215,22.9075,23.5701
TWN50  ,20041215,4471.01,4534.62
Y9999  ,20041215,5930.85,6002.58
M2300  ,20041215,222.61,226
2330,20041216,23.5701,23.6648
TWN50  ,20041216,4534.97,4544.7
Y9999  ,20041216,6007,6019.23
M2300  ,20041216,226.4,226.88
2330,20041217,23.6174,23.5701
TWN50  ,20041217,4539.14,4530.64
Y9999  ,20041217,6019.8,6009.32
M2300  ,20041217,226.62,225.76
2330,20041220,23.1915,23.6648
TWN50  ,20041220,4456.99,4522.65
Y9999  ,20041220,5913.27,5985.94
M2300  ,20041220,221.92,224.61
2330,20041221,23.5228,23.3334
TWN50  ,20041221,4510.26,4510.96
Y9999  ,20041221,5981.97,5987.85
M2300  ,20041221,224.2,223.77
2330,20041222,23.4754,23.5701
TWN50  ,20041222,4521.14,4517.51
Y9999  ,20041222,6008.67,6001.52
M2300  ,20041222,224.52,224.15
2330,20041223,23.4281,23.6648
TWN50  ,20041223,4509.38,4525.9
Y9999  ,20041223,6002.8,5997.67
M2300  ,20041223,224.17,224.36
2330,20041224,23.6648,23.6648
TWN50  ,20041224,4519.16,4535.49
Y9999  ,20041224,5989.77,6019.42
M2300  ,20041224,223.79,225.12
2330,20041227,23.6648,23.6174
TWN50  ,20041227,4534.25,4508.59
Y9999  ,20041227,6018.02,5985.94
M2300  ,20041227,224.82,223.45
2330,20041228,23.6174,23.6648
TWN50  ,20041228,4506.41,4521.52
Y9999  ,20041228,5980.13,6000.57
M2300  ,20041228,223.25,224.46
2330,20041229,23.9014,23.9014
TWN50  ,20041229,4538.02,4589.76
Y9999  ,20041229,6038.14,6088.49
M2300  ,20041229,226.01,227.35
2330,20041230,23.9014,23.9014
TWN50  ,20041230,4596.15,4598.49
Y9999  ,20041230,6109.98,6100.86
M2300  ,20041230,228.32,227.92
2330,20041231,23.9014,23.9014
TWN50  ,20041231,4601.23,4629.42
Y9999  ,20041231,6118.63,6139.69
M2300  ,20041231,228.69,229.91
2330,20050103,24.138,24.138
TWN50  ,20050103,4648.35,4622.37
Y9999  ,20050103,6166.39,6143.12
M2300  ,20050103,231.27,228.73
2330,20050104,23.6648,23.4754
TWN50  ,20050104,4600.98,4547.32
Y9999  ,20050104,6117.87,6060.46
M2300  ,20050104,227.13,224.84
2330,20050105,23.0968,22.9548
TWN50  ,20050105,4517.3,4482.83
Y9999  ,20050105,5999.47,5988.37
M2300  ,20050105,222.22,222.3
2330,20050106,22.7655,22.7182
TWN50  ,20050106,4479.98,4478.58
Y9999  ,20050106,5988.72,5982.12
M2300  ,20050106,222.06,221.54
2330,20050107,22.6235,22.6235
TWN50  ,20050107,4479.28,4444.91
Y9999  ,20050107,5990.78,5935.99
M2300  ,20050107,221.65,219.41
2330,20050110,22.6235,22.9548
TWN50  ,20050110,4449.63,4462.43
Y9999  ,20050110,5950.12,5942.85
M2300  ,20050110,219.9,220.15
2330,20050111,22.8601,22.8128
TWN50  ,20050111,4462.85,4485.2
Y9999  ,20050111,5948.07,5975.66
M2300  ,20050111,220.28,221.28
2330,20050112,22.6235,22.2449
TWN50  ,20050112,4477.22,4410.83
Y9999  ,20050112,5957.9,5879.08
M2300  ,20050112,220.4,216.98
2330,20050113,22.3869,22.1502
TWN50  ,20050113,4422.48,4388.04
Y9999  ,20050113,5899.76,5853.94
M2300  ,20050113,217.79,214.55
2330,20050114,22.0082,22.2449
TWN50  ,20050114,4373.13,4413.19
Y9999  ,20050114,5831.7,5889.52
M2300  ,20050114,213.39,215.03
2330,20050117,22.6235,23.1441
TWN50  ,20050117,4449.21,4471.63
Y9999  ,20050117,5955.62,5945.27
M2300  ,20050117,218.22,218.69
2330,20050118,23.1441,23.2388
TWN50  ,20050118,4482.48,4460.46
Y9999  ,20050118,5964.08,5933.57
M2300  ,20050118,219.34,218.04
2330,20050119,23.2388,22.5762
TWN50  ,20050119,4468.7,4426.26
Y9999  ,20050119,5952.59,5895.35
M2300  ,20050119,218.89,216.54
2330,20050120,22.4342,22.7182
TWN50  ,20050120,4426.26,4421.25
Y9999  ,20050120,5835.68,5888.1
M2300  ,20050120,214,217.57
2330,20050121,22.5762,22.4815
TWN50  ,20050121,4410.77,4392.22
Y9999  ,20050121,5877.31,5848.91
M2300  ,20050121,217.18,216.22
2330,20050124,22.4815,22.2449
TWN50  ,20050124,4393.39,4331.83
Y9999  ,20050124,5859.89,5771.48
M2300  ,20050124,216.47,212.98
2330,20050125,22.1029,22.5288
TWN50  ,20050125,4331.83,4347.57
Y9999  ,20050125,5759.21,5782.75
M2300  ,20050125,212.21,213.92
2330,20050126,22.7182,23.2861
TWN50  ,20050126,4347.57,4394.7
Y9999  ,20050126,5815.48,5835.37
M2300  ,20050126,215.45,217.69
2330,20050127,23.2861,23.3808
TWN50  ,20050127,4394.7,4409.59
Y9999  ,20050127,5849.23,5842.76
M2300  ,20050127,218.56,217.95
2330,20050128,23.4754,23.6648
TWN50  ,20050128,4409.59,4423.76
Y9999  ,20050128,5845.59,5879.93
M2300  ,20050128,218.43,220.57
2330,20050131,23.9014,24.6113
TWN50  ,20050131,4423.76,4520.24
Y9999  ,20050131,5905.3,5994.23
M2300  ,20050131,222.05,225.96
2330,20050201,24.848,24.848
TWN50  ,20050201,4520.24,4520.09
Y9999  ,20050201,6015.78,5981.54
M2300  ,20050201,227.13,225.74
2330,20050202,25.0846,25.3213
TWN50  ,20050202,4520.09,4565.15
Y9999  ,20050202,6016.33,6018.69
M2300  ,20050202,227.48,228.02
2330,20050203,25.3213,25.3213
TWN50  ,20050203,4565.15,4579.44
Y9999  ,20050203,6028.94,6034.6
M2300  ,20050203,228.02,228.57
2330,20050214,25.7946,25.7946
TWN50  ,20050214,4579.44,4648.73
Y9999  ,20050214,6130.32,6112.4
M2300  ,20050214,233.36,232.98
2330,20050215,25.7946,26.0312
TWN50  ,20050215,4648.73,4661.82
Y9999  ,20050215,6121.97,6122.39
M2300  ,20050215,233.43,233.87
2330,20050216,26.0312,25.7946
TWN50  ,20050216,4661.82,4649
Y9999  ,20050216,6134.53,6143.49
M2300  ,20050216,234.51,235.75
2330,20050217,25.7946,25.3213
TWN50  ,20050217,4649,4578.9
Y9999  ,20050217,6118.62,6072.16
M2300  ,20050217,234.42,232.19
2330,20050218,25.3213,25.5579
TWN50  ,20050218,4578.9,4602.9
Y9999  ,20050218,6072.45,6115.43
M2300  ,20050218,232.25,235.5
2330,20050221,25.5579,25.7946
TWN50  ,20050221,4602.9,4611.06
Y9999  ,20050221,6145.56,6142.78
M2300  ,20050221,237.02,235.82
2330,20050222,25.5579,25.5579
TWN50  ,20050222,4605.74,4592.45
Y9999  ,20050222,6155.54,6107.17
M2300  ,20050222,235.92,233.78
2330,20050223,25.3213,25.3213
TWN50  ,20050223,4592.45,4593.08
Y9999  ,20050223,6082.34,6121.52
M2300  ,20050223,232.44,235.17
2330,20050224,25.0846,25.0846
TWN50  ,20050224,4593.08,4595.29
Y9999  ,20050224,6123.59,6128.34
M2300  ,20050224,234.88,234.64
2330,20050225,25.5579,26.0312
TWN50  ,20050225,4595.29,4669.11
Y9999  ,20050225,6195.24,6207.83
M2300  ,20050225,237.82,237.49
2330,20050301,25.7946,25.6999
TWN50  ,20050301,4672.3,4706.44
Y9999  ,20050301,6227.42,6259.69
M2300  ,20050301,237.92,236.67
2330,20050302,25.6999,25.6053
TWN50  ,20050302,4708.23,4678.25
Y9999  ,20050302,6267.52,6225.25
M2300  ,20050302,236.74,235.58
2330,20050303,25.5579,25.3213
TWN50  ,20050303,4670.95,4642.85
Y9999  ,20050303,6219.71,6202.38
M2300  ,20050303,235.2,234.56
2330,20050304,25.0846,24.848
TWN50  ,20050304,4632.24,4628.91
Y9999  ,20050304,6191.42,6193.62
M2300  ,20050304,233.71,233.83
2330,20050307,24.848,24.99
TWN50  ,20050307,4639.87,4645.1
Y9999  ,20050307,6224.44,6220.52
M2300  ,20050307,234.96,234.53
2330,20050308,25.3213,25.4159
TWN50  ,20050308,4665.07,4616.61
Y9999  ,20050308,6250.58,6173.34
M2300  ,20050308,236.35,234.39
2330,20050309,24.9426,25.0846
TWN50  ,20050309,4597.88,4634.25
Y9999  ,20050309,6163.56,6213.28
M2300  ,20050309,233.91,235.95
2330,20050310,24.99,24.6113
TWN50  ,20050310,4628.15,4612.93
Y9999  ,20050310,6207.86,6192.53
M2300  ,20050310,235.87,235.44
2330,20050311,24.6587,24.848
TWN50  ,20050311,4623.84,4622.04
Y9999  ,20050311,6225.75,6204.23
M2300  ,20050311,237.27,236.71
2330,20050314,24.564,24.3747
TWN50  ,20050314,4606.59,4573.18
Y9999  ,20050314,6181.83,6155.51
M2300  ,20050314,235.53,234.45
2330,20050315,24.3274,24.1854
TWN50  ,20050315,4570.09,4516.76
Y9999  ,20050315,6155.49,6063.48
M2300  ,20050315,234.63,229.5
2330,20050316,24.138,24.6113
TWN50  ,20050316,4509.5,4528.63
Y9999  ,20050316,6052.3,6072.36
M2300  ,20050316,229,230.67
2330,20050317,24.138,24.0907
TWN50  ,20050317,4500.49,4490.75
Y9999  ,20050317,6021.8,6032.47
M2300  ,20050317,228.5,228.01
2330,20050318,24.138,24.0907
TWN50  ,20050318,4492.66,4486.6
Y9999  ,20050318,6039.23,6043.95
M2300  ,20050318,228.2,228.34
2330,20050321,24.0434,23.9487
TWN50  ,20050321,4491.78,4493.51
Y9999  ,20050321,6056.1,6058.96
M2300  ,20050321,228.74,229.22
2330,20050322,23.8067,23.9014
TWN50  ,20050322,4491.38,4461.79
Y9999  ,20050322,6057.9,6018.79
M2300  ,20050322,229.1,227.95
2330,20050323,23.6174,23.8067
TWN50  ,20050323,4457.42,4453.07
Y9999  ,20050323,6005.36,6019.49
M2300  ,20050323,227.15,228.79
2330,20050324,23.7594,23.9487
TWN50  ,20050324,4454.5,4439.19
Y9999  ,20050324,6029.74,6001
M2300  ,20050324,229.34,229.14
2330,20050325,24.0907,24.3747
TWN50  ,20050325,4446.46,4496.09
Y9999  ,20050325,6018.79,6065.91
M2300  ,20050325,230.3,232.09
2330,20050328,24.422,24.3747
TWN50  ,20050328,4515.17,4473.46
Y9999  ,20050328,6091.83,6048.74
M2300  ,20050328,233.13,231.96
2330,20050329,24.3747,24.1854
TWN50  ,20050329,4470.97,4421.59
Y9999  ,20050329,6035.77,5961.24
M2300  ,20050329,231.67,228.18
2330,20050330,23.9014,23.9487
TWN50  ,20050330,4409.01,4421.22
Y9999  ,20050330,5940.18,5957.98
M2300  ,20050330,227.23,227.96
2330,20050331,24.2327,24.3747
TWN50  ,20050331,4444.06,4460.7
Y9999  ,20050331,6005.87,6005.88
M2300  ,20050331,230.73,231.2
2330,20050401,24.3747,24.8953
TWN50  ,20050401,4464.44,4489.01
Y9999  ,20050401,6010.71,6028.75
M2300  ,20050401,231.64,233.78
2330,20050404,24.6587,24.706
TWN50  ,20050404,4476.77,4470.71
Y9999  ,20050404,6013.7,6019.93
M2300  ,20050404,232.87,232.84
2330,20050406,24.5167,24.3747
TWN50  ,20050406,4467.81,4464.77
Y9999  ,20050406,6025.29,6013.49
M2300  ,20050406,233.44,232.41
2330,20050407,24.3747,24.3274
TWN50  ,20050407,4471.91,4433.71
Y9999  ,20050407,6032.01,5971.76
M2300  ,20050407,233.68,231.39
2330,20050408,24.6113,24.7533
TWN50  ,20050408,4450.42,4472.58
Y9999  ,20050408,6002.35,6024.07
M2300  ,20050408,233.26,234.35
2330,20050411,24.848,24.564
TWN50  ,20050411,4475.81,4450.91
Y9999  ,20050411,6021.33,5979.42
M2300  ,20050411,234.07,232.38
2330,20050412,24.3747,24.7533
TWN50  ,20050412,4443.55,4474.74
Y9999  ,20050412,5974.71,5993.89
M2300  ,20050412,232.14,233.39
2330,20050413,24.7533,24.848
TWN50  ,20050413,4477.67,4474.48
Y9999  ,20050413,6004.49,5998.08
M2300  ,20050413,233.83,233.74
2330,20050414,24.4694,24.28
TWN50  ,20050414,4455.24,4452.21
Y9999  ,20050414,5966.84,5976.68
M2300  ,20050414,232.17,232.87
2330,20050415,24.0434,24.28
TWN50  ,20050415,4437,4384.64
Y9999  ,20050415,5946.2,5888.37
M2300  ,20050415,231.63,230.8
2330,20050418,23.9014,23.8067
TWN50  ,20050418,4338.38,4264.9
Y9999  ,20050418,5809.76,5715.16
M2300  ,20050418,228.22,223.84
2330,20050419,23.7121,23.7121
TWN50  ,20050419,4267.27,4286.82
Y9999  ,20050419,5736.97,5748.35
M2300  ,20050419,224.9,224.93
2330,20050420,24.138,23.7121
TWN50  ,20050420,4318.26,4258.1
Y9999  ,20050420,5799.85,5693.01
M2300  ,20050420,227.54,221.48
2330,20050421,23.2861,23.4754
TWN50  ,20050421,4201.89,4280.51
Y9999  ,20050421,5565.41,5721.99
M2300  ,20050421,217.91,222.49
2330,20050422,23.7121,23.4754
TWN50  ,20050422,4305.39,4308.3
Y9999  ,20050422,5777.49,5747.09
M2300  ,20050422,225.22,223.52
2330,20050425,23.4754,23.5701
TWN50  ,20050425,4313.84,4312.95
Y9999  ,20050425,5753.24,5758.31
M2300  ,20050425,223.63,223.4
2330,20050426,23.6648,24.422
TWN50  ,20050426,4317.51,4351.8
Y9999  ,20050426,5773.77,5805.25
M2300  ,20050426,224.94,226.85
2330,20050427,24.6587,24.706
TWN50  ,20050427,4358.49,4345.3
Y9999  ,20050427,5806.69,5778.27
M2300  ,20050427,227.53,226.54
2330,20050428,24.6113,25.0846
TWN50  ,20050428,4341.21,4406.82
Y9999  ,20050428,5775.25,5842.27
M2300  ,20050428,226.51,228.97
2330,20050429,24.706,24.564
TWN50  ,20050429,4385.95,4380.64
Y9999  ,20050429,5810.34,5818.07
M2300  ,20050429,227.38,227.09
2330,20050503,24.706,24.7533
TWN50  ,20050503,4390.55,4379.17
Y9999  ,20050503,5845.14,5818.22
M2300  ,20050503,228.37,226.22
2330,20050504,24.7533,24.848
TWN50  ,20050504,4380.65,4380.02
Y9999  ,20050504,5827.74,5803.68
M2300  ,20050504,226.61,225.85
2330,20050505,25.132,25.5106
TWN50  ,20050505,4405.07,4484.47
Y9999  ,20050505,5851.5,5927.5
M2300  ,20050505,228.38,231.85
2330,20050506,25.5106,25.8419
TWN50  ,20050506,4488.26,4520.05
Y9999  ,20050506,5932.04,5967.96
M2300  ,20050506,232.5,234.86
2330,20050509,25.8419,25.8892
TWN50  ,20050509,4513.36,4514.84
Y9999  ,20050509,5957.92,5966.85
M2300  ,20050509,234.67,235.6
2330,20050510,25.8892,25.8892
TWN50  ,20050510,4515.59,4503.84
Y9999  ,20050510,5973.37,5949.8
M2300  ,20050510,235.92,234.72
2330,20050511,25.3213,25.3686
TWN50  ,20050511,4469.92,4473.95
Y9999  ,20050511,5900.72,5917.13
M2300  ,20050511,232.39,233.11
2330,20050512,25.4633,25.7946
TWN50  ,20050512,4474.44,4495.04
Y9999  ,20050512,5917.99,5934.6
M2300  ,20050512,233.44,234.08
2330,20050513,25.6999,25.9366
TWN50  ,20050513,4487.41,4535.64
Y9999  ,20050513,5931.53,5981.48
M2300  ,20050513,234.24,236.53
2330,20050516,26.0312,25.9366
TWN50  ,20050516,4538.04,4494.08
Y9999  ,20050516,5992.31,5925.88
M2300  ,20050516,237.87,235.53
2330,20050517,25.9366,25.6999
TWN50  ,20050517,4498.98,4466.63
Y9999  ,20050517,5939.31,5894.01
M2300  ,20050517,236.47,234.73
2330,20050518,25.6999,25.9839
TWN50  ,20050518,4466.77,4450.68
Y9999  ,20050518,5901.08,5890.83
M2300  ,20050518,235.38,235.15
2330,20050519,26.2679,26.6938
TWN50  ,20050519,4487.3,4526.25
Y9999  ,20050519,5963.9,5970.71
M2300  ,20050519,238.94,239.85
2330,20050520,26.5045,26.7412
TWN50  ,20050520,4524.61,4509.36
Y9999  ,20050520,5987.1,5954.69
M2300  ,20050520,240.51,239.03
2330,20050523,26.6465,26.1259
TWN50  ,20050523,4508.09,4447.3
Y9999  ,20050523,5953.28,5885.45
M2300  ,20050523,238.84,235.34
2330,20050524,26.1259,26.6938
TWN50  ,20050524,4447.93,4474.92
Y9999  ,20050524,5888.85,5909.1
M2300  ,20050524,235.59,236.55
2330,20050525,26.6938,26.4099
TWN50  ,20050525,4480.47,4463.83
Y9999  ,20050525,5921.59,5888.53
M2300  ,20050525,237.38,235.73
2330,20050526,26.4099,26.5045
TWN50  ,20050526,4466.72,4501.19
Y9999  ,20050526,5903.01,5939.42
M2300  ,20050526,236.62,238.5
2330,20050527,26.5518,26.8832
TWN50  ,20050527,4513.14,4541.01
Y9999  ,20050527,5966.41,5991.55
M2300  ,20050527,240.07,242.24
2330,20050530,26.7412,26.8358
TWN50  ,20050530,4535.98,4551.27
Y9999  ,20050530,5996.89,6009.52
M2300  ,20050530,242.68,243.5
2330,20050531,26.7885,26.9305
TWN50  ,20050531,4547.18,4550.14
Y9999  ,20050531,5998.9,6011.56
M2300  ,20050531,243.07,243.99
2330,20050601,26.6465,26.4572
TWN50  ,20050601,4538.1,4491.89
Y9999  ,20050601,6002.55,5971.62
M2300  ,20050601,243.24,242.21
2330,20050602,26.6938,26.9305
TWN50  ,20050602,4510.19,4539.72
Y9999  ,20050602,6008.9,6039.48
M2300  ,20050602,244.26,244.74
2330,20050603,27.0251,27.3091
TWN50  ,20050603,4552.23,4586.56
Y9999  ,20050603,6062.78,6107.95
M2300  ,20050603,245.87,247.91
2330,20050606,27.2145,27.4984
TWN50  ,20050606,4585.16,4601.19
Y9999  ,20050606,6109.3,6137.57
M2300  ,20050606,247.79,248.15
2330,20050607,27.4511,27.2145
TWN50  ,20050607,4600.67,4579.64
Y9999  ,20050607,6144.25,6105.79
M2300  ,20050607,248.25,247.35
2330,20050608,27.3091,27.5458
TWN50  ,20050608,4585.49,4620.57
Y9999  ,20050608,6121.34,6161.66
M2300  ,20050608,248.29,250.57
2330,20050609,27.6878,27.4511
TWN50  ,20050609,4626.84,4609.88
Y9999  ,20050609,6172.37,6145.92
M2300  ,20050609,251.19,249.09
2330,20050610,27.5931,27.4984
TWN50  ,20050610,4626.56,4650.2
Y9999  ,20050610,6188.1,6192.35
M2300  ,20050610,251.13,251.39
2330,20050613,28.0809,28.3409
TWN50  ,20050613,4639.43,4676.1
Y9999  ,20050613,6194.9,6231.05
M2300  ,20050613,250.99,253.1
2330,20050614,28.4449,28.3409
TWN50  ,20050614,4682.25,4659.96
Y9999  ,20050614,6244.56,6205.76
M2300  ,20050614,253.68,251.04
2330,20050615,28.3409,28.6009
TWN50  ,20050615,4663.3,4692.54
Y9999  ,20050615,6219.8,6252.1
M2300  ,20050615,251.55,253.25
2330,20050616,28.8089,29.0689
TWN50  ,20050616,4715.7,4725.07
Y9999  ,20050616,6298.35,6282.41
M2300  ,20050616,255.44,255.71
2330,20050617,29.1209,29.5369
TWN50  ,20050617,4734.58,4750.6
Y9999  ,20050617,6304.24,6293.56
M2300  ,20050617,257.03,256.46
2330,20050620,29.5369,29.5889
TWN50  ,20050620,4759.5,4755.91
Y9999  ,20050620,6311.67,6296.89
M2300  ,20050620,257.2,256.65
2330,20050621,29.5889,29.0169
TWN50  ,20050621,4759.68,4725.57
Y9999  ,20050621,6304.33,6278.46
M2300  ,20050621,256.72,254.93
2330,20050622,29.1209,29.5889
TWN50  ,20050622,4722.83,4789.33
Y9999  ,20050622,6291.91,6357.83
M2300  ,20050622,255.91,258.66
2330,20050623,29.7969,29.7449
TWN50  ,20050623,4800.48,4797.1
Y9999  ,20050623,6382.6,6373.86
M2300  ,20050623,259.83,259.12
2330,20050624,29.6409,29.4329
TWN50  ,20050624,4784.06,4767.44
Y9999  ,20050624,6350.74,6340.69
M2300  ,20050624,258.02,257.22
2330,20050627,29.2249,29.3809
TWN50  ,20050627,4740.03,4727.22
Y9999  ,20050627,6307.61,6302.99
M2300  ,20050627,255.45,255.1
2330,20050628,29.2769,29.3289
TWN50  ,20050628,4727.06,4744.42
Y9999  ,20050628,6303.66,6316.84
M2300  ,20050628,254.9,255.48
2330,20050629,29.5889,28.5489
TWN50  ,20050629,4773.36,4673.26
Y9999  ,20050629,6370.14,6231.65
